0	20
1	22
2	62
3	127
4	378
5	1095
6	2820
7	6522
8	12725
9	20465
10	26969
11	29628
12	26848
13	20754
14	14138
15	8469
16	4473
17	2156
18	996
19	452
20	204
21	95
22	34
23	10
24	5
25	1
26	2
