363	31824	0	6	268170
364	31824	0	6	268170
365	31824	0	6	268170
366	31824	0	5	268171
367	31824	0	5	268171
368	31824	0	5	268171
369	31824	0	4	268172
370	31824	0	4	268172
371	31824	0	4	268172
372	31824	0	4	268172
373	31824	0	3	268173
374	31824	0	2	268174
375	31824	0	1	268175
376	31824	0	1	268175
377	31824	0	1	268175
378	31824	0	1	268175
379	31824	0	1	268175
