110	280607	5021	11792	2580
111	279419	5256	12568	2757
112	278178	5532	13321	2969
113	276963	5780	14067	3190
114	275685	6050	14840	3425
115	274230	6377	15685	3708
116	272779	6640	16601	3980
117	271356	6822	17562	4260
118	269836	7127	18492	4545
119	268300	7385	19443	4872
120	266642	7588	20530	5240
121	264927	7852	21611	5610
122	263131	8225	22593	6051
123	261352	8484	23641	6523
124	259525	8775	24711	6989
125	257629	9013	25879	7479
126	255757	9170	27054	8019
127	253802	9329	28266	8603
128	251787	9565	29490	9158
129	249687	9838	30655	9820
130	247524	10105	31881	10490
131	245411	10346	33046	11197
132	243291	10511	34257	11941
133	241135	10652	35501	12712
134	238939	10748	36808	13505
135	236627	10897	38104	14372
136	234341	11070	39264	15325
137	232031	11260	40419	16290
138	229727	11408	41608	17257
139	227306	11633	42796	18265
140	224946	11681	43980	19393
141	222555	11786	45078	20581
142	220129	11902	46147	21822
143	217736	11991	47236	23037
144	215480	11826	48379	24315
145	213045	11901	49284	25770
146	210654	11901	50224	27221
147	208278	11851	51227	28644
148	205924	11812	52100	30164
149	203574	11906	52820	31700
150	201211	11834	53597	33358
151	198804	11850	54273	35073
152	196620	11658	54853	36869
153	194461	11463	55428	38648
154	192193	11381	55951	40475
155	189935	11276	56418	42371
156	187848	10956	56953	44243
157	185683	10937	57182	46198
158	183617	10844	57326	48213
159	181541	10652	57494	50313
160	179517	10418	57589	52476
161	177545	10303	57563	54589
162	175615	10068	57608	56709
163	173645	9972	57518	58865
164	171833	9708	57398	61061
165	170004	9513	57110	63373
166	168206	9339	56796	65659
167	166491	9124	56416	67969
168	164810	8835	56082	70273
169	163207	8626	55473	72694
170	161647	8357	54942	75054
171	160139	8067	54349	77445
172	158626	7865	53638	79871
173	157239	7571	52926	82264
174	155780	7427	52273	84520
175	154367	7280	51398	86955
176	153009	7130	50515	89346
177	151740	6886	49652	91722
178	150508	6731	48685	94076
179	149251	6529	47794	96426
180	148050	6317	46844	98789
181	146944	6065	45795	101196
182	145863	5877	44880	103380
183	144839	5669	43953	105539
184	143793	5458	42942	107807
185	142849	5201	41885	110065
186	141954	4990	40904	112152
187	141048	4815	39820	114317
188	140151	4688	38778	116383
189	139312	4481	37748	118459
190	138498	4351	36668	120483
191	137755	4199	35591	122455
192	137021	4027	34567	124385
193	136299	3852	33494	126355
194	135663	3649	32521	128167
195	134983	3515	31506	129996
196	134360	3395	30451	131794
197	133676	3345	29470	133509
198	133136	3163	28511	135190
199	132557	3106	27544	136793
200	132013	2970	26664	138353
201	131490	2870	25779	139861
202	130968	2708	24950	141374
203	130519	2617	24103	142761
204	130062	2495	23223	144220
205	129627	2386	22354	145633
206	129217	2273	21519	146991
207	128813	2155	20772	148260
208	128437	2082	19989	149492
209	128077	1985	19189	150749
210	127764	1863	18423	151950
211	127401	1816	17727	153056
212	127074	1739	17050	154137
213	126755	1682	16402	155161
214	126447	1630	15716	156207
215	126182	1582	15085	157151
216	125941	1460	14553	158046
217	125707	1367	13974	158952
218	125489	1266	13396	159849
219	125265	1182	12865	160688
220	125023	1159	12316	161502
221	124804	1137	11814	162245
222	124570	1137	11314	162979
223	124376	1113	10810	163701
224	124196	1069	10398	164337
225	124028	995	9960	165017
226	123856	948	9556	165640
227	123678	892	9106	166324
228	123506	870	8760	166864
229	123373	823	8361	167443
230	123238	790	7985	167987
231	123106	750	7634	168510
232	122971	707	7290	169032
233	122857	649	7013	169481
234	122740	633	6689	169938
235	122628	610	6389	170373
236	122526	580	6111	170783
237	122436	535	5842	171187
238	122345	512	5580	171563
239	122248	492	5337	171923
240	122172	456	5136	172236
241	122089	437	4875	172599
242	122019	417	4638	172926
243	121939	406	4410	173245
244	121874	374	4199	173553
245	121806	366	4010	173818
246	121741	348	3852	174059
247	121675	344	3688	174293
248	121629	310	3550	174511
249	121583	291	3391	174735
250	121536	270	3217	174977
251	121478	263	3063	175196
252	121432	243	2895	175430
253	121397	232	2747	175624
254	121360	223	2613	175804
255	121326	210	2492	175972
256	121282	196	2378	176144
257	121259	173	2246	176322
258	121238	159	2109	176494
259	121193	167	2013	176627
260	121158	168	1912	176762
261	121128	154	1824	176894
262	121098	161	1712	177029
263	121074	164	1619	177143
264	121049	144	1547	177260
265	121019	139	1470	177372
266	120996	132	1398	177474
267	120980	118	1338	177564
268	120963	111	1271	177655
269	120951	98	1199	177752
270	120931	88	1153	177828
271	120918	78	1093	177911
272	120892	88	1039	177981
273	120874	89	976	178061
274	120857	94	923	178126
275	120834	97	875	178194
276	120810	108	823	178259
277	120799	93	783	178325
278	120791	83	755	178371
279	120780	77	726	178417
280	120765	69	702	178464
281	120750	60	668	178522
282	120737	62	633	178568
283	120731	60	606	178603
284	120723	57	580	178640
285	120716	49	561	178674
286	120704	46	532	178718
287	120692	45	522	178741
288	120682	49	507	178762
289	120673	50	470	178807
290	120666	50	442	178842
291	120664	40	424	178872
292	120660	32	406	178902
293	120656	26	392	178926
294	120643	30	376	178951
295	120637	29	353	178981
296	120633	31	332	179004
297	120627	33	320	179020
298	120625	31	307	179037
299	120620	23	308	179049
300	120616	21	294	179069
301	120609	24	285	179082
302	120604	23	265	179108
303	120597	28	249	179126
304	120593	27	237	179143
305	120589	27	218	179166
306	120585	24	201	179190
307	120583	21	195	179201
308	120580	17	194	179209
309	120577	16	187	179220
310	120572	17	176	179235
311	120571	14	165	179250
312	120567	16	154	179263
313	120566	14	151	179269
314	120564	13	146	179277
315	120563	9	144	179284
316	120563	8	133	179296
317	120563	4	125	179308
318	120561	5	116	179318
319	120559	5	109	179327
320	120558	5	103	179334
321	120555	8	101	179336
322	120555	8	97	179340
323	120555	6	95	179344
324	120554	5	84	179357
325	120553	5	79	179363
326	120552	3	78	179367
327	120550	5	72	179373
328	120550	5	70	179375
329	120550	4	66	179380
330	120548	5	63	179384
331	120546	6	57	179391
332	120546	4	54	179396
333	120546	4	47	179403
334	120545	5	43	179407
335	120544	4	41	179411
336	120542	4	39	179415
337	120541	5	37	179417
338	120541	5	34	179420
339	120541	4	32	179423
340	120540	4	28	179428
341	120540	2	29	179429
342	120539	2	26	179433
343	120539	2	25	179434
344	120539	2	23	179436
345	120539	1	23	179437
346	120539	1	23	179437
347	120539	0	24	179437
348	120539	0	22	179439
349	120538	1	20	179441
350	120537	2	19	179442
351	120537	2	16	179445
352	120536	3	16	179445
353	120536	3	16	179445
354	120535	3	16	179446
355	120535	2	16	179447
356	120535	2	15	179448
357	120535	1	14	179450
358	120535	1	14	179450
359	120535	0	15	179450
360	120535	0	13	179452
361	120534	1	11	179454
362	120534	1	11	179454
363	120534	1	11	179454
364	120532	3	10	179455
365	120532	3	9	179456
366	120532	2	8	179458
367	120531	3	7	179459
368	120531	3	7	179459
369	120531	1	9	179459
370	120531	1	8	179460
371	120531	1	8	179460
372	120531	0	8	179461
373	120531	0	8	179461
374	120531	0	8	179461
375	120530	1	8	179461
376	120530	1	8	179461
377	120530	1	8	179461
378	120530	1	8	179461
379	120530	1	7	179462
380	120530	0	7	179463
381	120530	0	7	179463
382	120530	0	6	179464
383	120530	0	6	179464
384	120530	0	5	179465
385	120530	0	5	179465
386	120530	0	5	179465
387	120530	0	5	179465
388	120530	0	5	179465
389	120530	0	5	179465
390	120530	0	5	179465
391	120530	0	4	179466
392	120530	0	4	179466
393	120530	0	4	179466
394	120530	0	2	179468
395	120530	0	2	179468
396	120530	0	2	179468
397	120530	0	1	179469
398	120530	0	1	179469
399	120530	0	1	179469
400	120530	0	1	179469
401	120530	0	1	179469
402	120530	0	1	179469
403	120530	0	1	179469
404	120530	0	1	179469
